ts,server_id,mem_pct
20:52:55,server_8,35.38
20:52:55,server_10,40.66
20:53:00,server_12,94.14
20:53:00,server_19,58.54
20:53:00,server_18,72.21
20:53:00,server_17,45.07
20:53:00,server_16,82.81
20:53:00,server_15,51.65
20:53:00,server_14,42.7
20:53:00,server_13,76.09
20:53:00,server_11,85.07
20:53:00,server_20,82.91
20:53:00,server_9,36.06
20:53:00,server_1,53.45
20:53:00,server_2,94.62
20:53:00,server_3,13.73
20:53:00,server_4,28.94
20:53:00,server_10,46.37
20:53:00,server_6,61.22
20:53:00,server_7,91.2
20:53:00,server_8,81.7
20:53:00,server_5,61.31
20:53:05,server_11,67.08
20:53:05,server_19,58.27
20:53:05,server_18,22.98
20:53:05,server_17,48.0
20:53:05,server_16,61.4
20:53:05,server_15,88.61
20:53:05,server_14,50.93
20:53:05,server_13,88.15
20:53:05,server_12,52.15
20:53:05,server_20,21.6
20:53:05,server_10,25.17
20:53:05,server_8,55.34
20:53:05,server_7,66.68
20:53:05,server_6,86.86
20:53:05,server_5,2.91
20:53:05,server_4,48.81
20:53:05,server_3,25.26
20:53:05,server_2,23.03
20:53:05,server_1,30.09
20:53:05,server_9,62.21
20:53:10,server_14,51.98
20:53:10,server_15,25.06
20:53:10,server_16,38.18
20:53:10,server_13,1.32
20:53:10,server_18,57.74
20:53:10,server_19,85.0
20:53:10,server_20,94.66
20:53:10,server_17,91.01
20:53:10,server_12,47.09
20:53:10,server_11,54.6
20:53:10,server_1,64.04
20:53:10,server_9,52.38
20:53:10,server_8,52.15
20:53:10,server_7,54.97
20:53:10,server_6,95.82
20:53:10,server_5,66.41
20:53:10,server_4,55.75
20:53:10,server_3,48.62
20:53:10,server_2,14.81
20:53:10,server_10,59.71
20:53:15,server_13,48.88
20:53:15,server_14,38.58
20:53:15,server_15,81.93
20:53:15,server_20,2.11
20:53:15,server_18,49.96
20:53:15,server_19,11.46
20:53:15,server_12,15.15
20:53:15,server_16,46.53
20:53:15,server_11,54.18
20:53:15,server_17,6.73
20:53:15,server_9,37.38
20:53:15,server_10,70.9
20:53:15,server_2,97.65
20:53:15,server_3,43.46
20:53:15,server_4,63.46
20:53:15,server_1,5.55
20:53:15,server_6,64.83
20:53:15,server_7,99.41
20:53:15,server_8,93.53
20:53:15,server_5,57.2
20:53:20,server_20,24.01
20:53:20,server_12,60.9
20:53:20,server_19,73.03
20:53:20,server_18,24.76
20:53:20,server_17,70.38
20:53:20,server_16,37.9
20:53:20,server_15,32.3
20:53:20,server_14,44.89
20:53:20,server_13,82.53
20:53:20,server_11,28.74
20:53:20,server_7,25.91
20:53:20,server_9,33.71
20:53:20,server_8,15.07
20:53:20,server_6,31.69
20:53:20,server_5,24.16
20:53:20,server_4,61.62
20:53:20,server_3,16.94
20:53:20,server_2,50.8
20:53:20,server_1,21.33
20:53:20,server_10,45.22
20:53:25,server_15,83.53
20:53:25,server_13,28.34
20:53:25,server_14,87.65
20:53:25,server_16,20.49
20:53:25,server_12,14.24
20:53:25,server_18,58.83
20:53:25,server_19,40.45
20:53:25,server_20,93.76
20:53:25,server_17,90.62
20:53:25,server_11,16.64
20:53:25,server_1,60.08
20:53:25,server_9,22.44
20:53:25,server_2,97.12
20:53:25,server_3,18.48
20:53:25,server_4,22.04
20:53:25,server_10,39.61
20:53:25,server_6,40.34
20:53:25,server_7,51.51
20:53:25,server_8,80.84
20:53:25,server_5,94.68
20:53:30,server_13,21.23
20:53:30,server_20,34.79
20:53:30,server_19,61.82
20:53:30,server_18,49.84
20:53:30,server_17,88.42
20:53:30,server_16,11.18
20:53:30,server_15,69.96
20:53:30,server_14,29.12
20:53:30,server_12,41.78
20:53:30,server_11,32.37
20:53:30,server_1,75.01
20:53:30,server_9,35.7
20:53:30,server_8,37.73
20:53:30,server_7,40.18
20:53:30,server_6,67.63
20:53:30,server_5,35.66
20:53:30,server_4,53.09
20:53:30,server_3,23.27
20:53:30,server_2,81.86
20:53:30,server_10,58.14
20:53:35,server_13,34.19
20:53:35,server_14,93.47
20:53:35,server_15,40.91
20:53:35,server_16,80.13
20:53:35,server_12,56.05
20:53:35,server_18,58.57
20:53:35,server_19,68.24
20:53:35,server_20,51.64
20:53:35,server_17,87.23
20:53:35,server_11,58.66
20:53:35,server_1,97.96
20:53:35,server_9,68.47
20:53:35,server_8,99.82
20:53:35,server_7,74.8
20:53:35,server_6,26.96
20:53:35,server_5,90.06
20:53:35,server_4,91.16
20:53:35,server_3,48.44
20:53:35,server_2,70.69
20:53:35,server_10,45.3
20:53:40,server_13,67.93
20:53:40,server_14,24.3
20:53:40,server_15,14.43
20:53:40,server_16,51.6
20:53:40,server_20,68.69
20:53:40,server_18,54.06
20:53:40,server_19,44.76
20:53:40,server_12,36.96
20:53:40,server_17,69.13
20:53:40,server_11,44.27
20:53:40,server_1,63.3
20:53:40,server_9,96.29
20:53:40,server_2,4.63
20:53:40,server_3,68.63
20:53:40,server_4,44.71
20:53:40,server_10,72.58
20:53:40,server_6,42.71
20:53:40,server_7,87.92
20:53:40,server_8,24.6
20:53:40,server_5,92.81
20:53:45,server_12,84.07
20:53:45,server_19,96.61
20:53:45,server_18,58.91
20:53:45,server_17,64.75
20:53:45,server_16,96.34
20:53:45,server_15,36.39
20:53:45,server_14,82.81
20:53:45,server_13,90.83
20:53:45,server_20,84.61
20:53:45,server_11,82.21
20:53:45,server_9,34.62
20:53:45,server_8,3.23
20:53:45,server_7,28.37
20:53:45,server_6,90.1
20:53:45,server_5,36.78
20:53:45,server_4,37.1
20:53:45,server_3,55.59
20:53:45,server_2,91.05
20:53:45,server_1,63.24
20:53:45,server_10,39.76
20:53:50,server_13,36.87
20:53:50,server_14,60.64
20:53:50,server_15,67.49
20:53:50,server_16,85.08
20:53:50,server_12,1.35
20:53:50,server_18,34.56
20:53:50,server_19,87.18
20:53:50,server_20,38.25
20:53:50,server_17,26.78
20:53:50,server_11,23.25
20:53:50,server_5,77.87
20:53:50,server_9,93.18
20:53:50,server_1,2.9
20:53:50,server_2,86.81
20:53:50,server_3,68.97
20:53:50,server_4,19.48
20:53:50,server_10,82.68
20:53:50,server_6,47.7
20:53:50,server_7,49.17
20:53:50,server_8,23.99
20:53:55,server_20,53.97
20:53:55,server_19,83.25
20:53:55,server_18,88.95
20:53:55,server_17,45.63
20:53:55,server_16,40.15
20:53:55,server_15,37.32
20:53:55,server_13,64.48
20:53:55,server_12,79.36
20:53:55,server_11,30.34
20:53:55,server_14,65.22
20:53:55,server_9,31.87
20:53:55,server_10,95.72
20:53:55,server_2,18.31
20:53:55,server_3,55.37
20:53:55,server_4,56.0
20:53:55,server_1,46.33
20:53:55,server_6,82.59
20:53:55,server_7,31.67
20:53:55,server_8,48.6
20:53:55,server_5,57.96
20:54:00,server_12,87.89
20:54:00,server_20,48.24
20:54:00,server_19,93.08
20:54:00,server_18,59.09
20:54:00,server_17,25.11
20:54:00,server_16,28.51
20:54:00,server_15,45.29
20:54:00,server_14,85.02
20:54:00,server_13,80.92
20:54:00,server_11,21.77
20:54:00,server_3,57.04
20:54:00,server_9,23.05
20:54:00,server_10,51.81
20:54:00,server_2,57.56
20:54:00,server_4,67.33
20:54:00,server_1,56.9
20:54:00,server_6,19.57
20:54:00,server_7,38.86
20:54:00,server_8,88.74
20:54:00,server_5,82.25
20:54:05,server_12,80.43
20:54:05,server_20,48.43
20:54:05,server_19,20.38
20:54:05,server_18,59.99
20:54:05,server_17,39.98
20:54:05,server_16,18.43
20:54:05,server_15,49.01
20:54:05,server_13,94.8
20:54:05,server_11,42.73
20:54:05,server_14,93.19
20:54:05,server_9,39.74
20:54:05,server_2,42.71
20:54:05,server_3,54.2
20:54:05,server_4,88.01
20:54:05,server_5,28.66
20:54:05,server_1,94.08
20:54:05,server_10,43.42
20:54:05,server_7,46.22
20:54:05,server_8,48.63
20:54:05,server_6,40.5
20:54:10,server_12,54.63
20:54:10,server_19,19.08
20:54:10,server_18,31.17
20:54:10,server_17,40.01
20:54:10,server_16,57.05
20:54:10,server_15,69.25
20:54:10,server_14,47.24
20:54:10,server_13,68.27
20:54:10,server_11,12.24
20:54:10,server_20,23.36
20:54:10,server_9,90.94
20:54:10,server_1,58.39
20:54:10,server_2,58.03
20:54:10,server_3,98.97
20:54:10,server_4,88.06
20:54:10,server_10,54.89
20:54:10,server_6,33.87
20:54:10,server_7,27.87
20:54:10,server_8,12.92
20:54:10,server_5,64.32
20:54:15,server_11,59.66
20:54:15,server_19,35.3
20:54:15,server_18,58.07
20:54:15,server_17,67.39
20:54:15,server_16,72.91
20:54:15,server_15,88.6
20:54:15,server_14,46.12
20:54:15,server_13,52.63
20:54:15,server_12,87.28
20:54:15,server_20,93.32
20:54:15,server_10,80.11
20:54:15,server_8,57.38
20:54:15,server_7,47.18
20:54:15,server_6,83.59
20:54:15,server_5,26.95
20:54:15,server_4,51.62
20:54:15,server_3,35.81
20:54:15,server_2,38.3
20:54:15,server_1,69.84
20:54:15,server_9,20.32
20:54:20,server_13,42.87
20:54:20,server_14,85.1
20:54:20,server_15,95.73
20:54:20,server_16,97.79
20:54:20,server_20,89.85
20:54:20,server_18,59.06
20:54:20,server_19,77.02
20:54:20,server_12,36.38
20:54:20,server_17,53.46
20:54:20,server_11,21.0
20:54:20,server_4,99.1
20:54:20,server_9,47.26
20:54:20,server_10,98.04
20:54:20,server_2,64.05
20:54:20,server_3,42.71
20:54:20,server_1,55.29
20:54:20,server_6,49.63
20:54:20,server_7,50.2
20:54:20,server_8,27.82
20:54:20,server_5,33.52
20:54:25,server_20,13.63
20:54:25,server_19,76.97
20:54:25,server_18,38.21
20:54:25,server_17,26.67
20:54:25,server_16,60.64
20:54:25,server_15,35.19
20:54:25,server_14,45.71
20:54:25,server_12,63.09
20:54:25,server_11,83.75
20:54:25,server_13,33.96
20:54:25,server_9,44.51
20:54:25,server_10,33.57
20:54:25,server_2,87.67
20:54:25,server_3,45.81
20:54:25,server_4,39.43
20:54:25,server_1,42.11
20:54:25,server_6,56.76
20:54:25,server_7,63.67
20:54:25,server_8,39.09
20:54:25,server_5,86.7
20:54:30,server_12,2.21
20:54:30,server_20,60.59
20:54:30,server_19,85.58
20:54:30,server_18,81.72
20:54:30,server_17,50.78
20:54:30,server_16,82.62
20:54:30,server_15,14.73
20:54:30,server_14,59.06
20:54:30,server_13,72.42
20:54:30,server_11,45.48
20:54:30,server_3,47.84
20:54:30,server_9,31.51
20:54:30,server_8,35.23
20:54:30,server_7,42.76
20:54:30,server_6,83.91
20:54:30,server_5,30.59
20:54:30,server_4,33.64
20:54:30,server_2,43.56
20:54:30,server_1,85.01
20:54:30,server_10,88.39
20:54:35,server_15,29.74
20:54:35,server_14,2.72
20:54:35,server_16,91.96
20:54:35,server_17,54.75
20:54:35,server_3,41.06
20:54:35,server_19,44.82
20:54:35,server_13,80.77
20:54:35,server_20,53.85
20:54:35,server_18,82.85
20:54:35,server_12,56.95
20:54:35,server_1,93.82
20:54:35,server_10,45.65
20:54:35,server_2,29.34
20:54:35,server_4,44.98
20:54:35,server_5,47.15
20:54:35,server_11,63.37
20:54:35,server_7,69.9
20:54:35,server_8,92.98
20:54:35,server_9,78.81
20:54:35,server_6,36.36
20:54:40,server_12,24.4
20:54:40,server_19,59.69
20:54:40,server_18,52.78
20:54:40,server_17,65.14
20:54:40,server_16,80.12
20:54:40,server_15,26.71
20:54:40,server_14,88.43
20:54:40,server_13,60.56
20:54:40,server_20,18.76
20:54:40,server_11,52.64
20:54:40,server_9,94.1
20:54:40,server_8,81.43
20:54:40,server_7,44.55
20:54:40,server_6,97.08
20:54:40,server_5,84.74
20:54:40,server_4,34.48
20:54:40,server_3,41.44
20:54:40,server_2,56.38
20:54:40,server_1,37.91
20:54:40,server_10,66.44
20:54:45,server_12,94.43
20:54:45,server_13,18.56
20:54:45,server_14,72.88
20:54:45,server_15,56.79
20:54:45,server_11,50.46
20:54:45,server_17,68.55
20:54:45,server_18,83.22
20:54:45,server_19,48.38
20:54:45,server_16,21.39
20:54:45,server_20,48.24
20:54:45,server_10,54.12
20:54:45,server_8,50.23
20:54:45,server_7,32.77
20:54:45,server_6,61.6
20:54:45,server_5,47.09
20:54:45,server_4,58.99
20:54:45,server_3,48.58
20:54:45,server_2,82.37
20:54:45,server_1,36.66
20:54:45,server_9,5.54
20:54:50,server_13,32.41
20:54:50,server_14,21.55
20:54:50,server_15,67.37
20:54:50,server_16,94.59
20:54:50,server_20,92.31
20:54:50,server_18,88.93
20:54:50,server_19,29.46
20:54:50,server_12,41.74
20:54:50,server_17,81.24
20:54:50,server_11,85.29
20:54:50,server_10,30.82
20:54:50,server_9,43.17
20:54:50,server_2,82.74
20:54:50,server_3,16.62
20:54:50,server_4,49.03
20:54:50,server_1,46.88
20:54:50,server_6,29.33
20:54:50,server_7,99.19
20:54:50,server_8,50.58
20:54:50,server_5,26.64
20:54:55,server_12,25.75
20:54:55,server_19,39.94
20:54:55,server_18,46.77
20:54:55,server_17,42.86
20:54:55,server_16,82.26
20:54:55,server_15,8.61
20:54:55,server_14,46.99
20:54:55,server_13,14.66
20:54:55,server_11,31.56
20:54:55,server_20,66.72
20:54:55,server_9,60.64
20:54:55,server_1,42.48
20:54:55,server_2,53.54
20:54:55,server_3,37.54
20:54:55,server_4,29.76
20:54:55,server_10,88.79
20:54:55,server_6,80.48
20:54:55,server_7,44.96
20:54:55,server_8,49.06
20:54:55,server_5,54.51
20:55:00,server_12,25.83
20:55:00,server_19,75.93
20:55:00,server_18,49.02
20:55:00,server_17,33.95
20:55:00,server_16,34.46
20:55:00,server_15,74.58
20:55:00,server_14,93.2
20:55:00,server_13,28.1
20:55:00,server_11,96.52
20:55:00,server_20,22.56
20:55:00,server_9,33.32
20:55:00,server_1,16.42
20:55:00,server_2,49.67
20:55:00,server_3,90.39
20:55:00,server_4,45.85
20:55:00,server_10,38.58
20:55:00,server_6,92.75
20:55:00,server_7,51.98
20:55:00,server_8,41.37
20:55:00,server_5,59.94
20:55:05,server_11,92.04
20:55:05,server_19,37.45
20:55:05,server_18,97.63
20:55:05,server_17,26.43
20:55:05,server_16,27.47
20:55:05,server_15,27.43
20:55:05,server_14,29.56
20:55:05,server_13,91.25
20:55:05,server_12,84.93
20:55:05,server_20,39.8
20:55:05,server_10,37.34
20:55:05,server_8,89.7
20:55:05,server_7,93.9
20:55:05,server_6,50.11
20:55:05,server_5,15.63
20:55:05,server_4,59.0
20:55:05,server_3,48.36
20:55:05,server_2,64.31
20:55:05,server_1,75.86
20:55:05,server_9,63.28
20:55:10,server_13,55.62
20:55:10,server_14,46.38
20:55:10,server_15,44.42
20:55:10,server_12,35.09
20:55:10,server_17,18.4
20:55:10,server_18,68.86
20:55:10,server_19,14.47
20:55:10,server_16,64.6
20:55:10,server_11,74.41
20:55:10,server_20,27.82
20:55:10,server_9,71.54
20:55:10,server_1,82.18
20:55:10,server_2,31.15
20:55:10,server_3,91.41
20:55:10,server_4,37.63
20:55:10,server_10,63.08
20:55:10,server_6,82.38
20:55:10,server_7,33.8
20:55:10,server_8,38.91
20:55:10,server_5,39.31
20:55:15,server_19,64.56
20:55:15,server_18,98.1
20:55:15,server_17,72.43
20:55:15,server_16,37.52
20:55:15,server_15,41.78
20:55:15,server_14,90.02
20:55:15,server_13,47.73
20:55:15,server_12,81.7
20:55:15,server_11,56.0
20:55:15,server_20,42.73
20:55:15,server_9,58.1
20:55:15,server_1,97.16
20:55:15,server_2,41.7
20:55:15,server_3,39.03
20:55:15,server_4,15.84
20:55:15,server_10,57.71
20:55:15,server_6,99.12
20:55:15,server_7,56.68
20:55:15,server_8,5.48
20:55:15,server_5,47.37
20:55:20,server_11,55.89
20:55:20,server_19,51.73
20:55:20,server_18,60.48
20:55:20,server_17,65.52
20:55:20,server_16,0.09
20:55:20,server_15,89.44
20:55:20,server_14,52.78
20:55:20,server_13,1.09
20:55:20,server_12,92.17
20:55:20,server_20,95.8
20:55:20,server_10,58.89
20:55:20,server_8,36.25
20:55:20,server_9,1.35
20:55:20,server_1,40.14
20:55:20,server_2,48.18
20:55:20,server_3,56.34
20:55:20,server_5,33.23
20:55:20,server_6,43.33
20:55:20,server_7,40.55
20:55:20,server_4,32.19
20:55:25,server_20,76.39
20:55:25,server_11,57.0
20:55:25,server_18,47.07
20:55:25,server_17,54.8
20:55:25,server_16,86.34
20:55:25,server_15,24.8
20:55:25,server_14,19.55
20:55:25,server_13,8.25
20:55:25,server_12,57.4
20:55:25,server_19,70.8
20:55:25,server_10,78.02
20:55:25,server_8,59.04
20:55:25,server_1,25.32
20:55:25,server_2,66.09
20:55:25,server_3,81.72
20:55:25,server_9,15.85
20:55:25,server_5,99.53
20:55:25,server_6,48.73
20:55:25,server_7,98.75
20:55:25,server_4,65.14
20:55:30,server_12,27.07
20:55:30,server_19,33.19
20:55:30,server_18,89.35
20:55:30,server_17,80.78
20:55:30,server_16,50.37
20:55:30,server_15,83.51
20:55:30,server_14,36.86
20:55:30,server_13,91.36
20:55:30,server_11,54.23
20:55:30,server_20,33.63
20:55:30,server_9,90.05
20:55:30,server_1,68.9
20:55:30,server_2,44.01
20:55:30,server_3,94.84
20:55:30,server_4,36.77
20:55:30,server_10,86.63
20:55:30,server_6,73.17
20:55:30,server_7,47.2
20:55:30,server_8,71.58
20:55:30,server_5,90.0
20:55:35,server_11,89.86
20:55:35,server_19,96.18
20:55:35,server_18,95.67
20:55:35,server_17,69.83
20:55:35,server_16,38.84
20:55:35,server_15,23.76
20:55:35,server_14,54.48
20:55:35,server_13,99.42
20:55:35,server_12,61.56
20:55:35,server_20,24.48
20:55:35,server_10,77.9
20:55:35,server_8,54.94
20:55:35,server_7,66.92
20:55:35,server_6,35.94
20:55:35,server_5,46.54
20:55:35,server_4,12.32
20:55:35,server_3,56.72
20:55:35,server_2,29.57
20:55:35,server_1,56.6
20:55:35,server_9,88.42
20:55:40,server_13,48.15
20:55:40,server_14,32.86
20:55:40,server_16,47.98
20:55:40,server_12,89.27
20:55:40,server_18,19.68
20:55:40,server_19,30.25
20:55:40,server_20,30.96
20:55:40,server_17,94.63
20:55:40,server_11,58.02
20:55:40,server_15,94.36
20:55:40,server_9,34.05
20:55:40,server_2,90.8
20:55:40,server_3,57.59
20:55:40,server_4,23.85
20:55:40,server_5,91.03
20:55:40,server_1,40.8
20:55:40,server_6,45.11
20:55:40,server_7,92.44
20:55:40,server_8,41.98
20:55:40,server_10,29.13
20:55:45,server_12,31.65
20:55:45,server_20,62.04
20:55:45,server_19,98.89
20:55:45,server_18,50.61
20:55:45,server_17,44.67
20:55:45,server_16,92.85
20:55:45,server_15,51.08
20:55:45,server_14,54.64
20:55:45,server_13,49.55
20:55:45,server_11,40.06
20:55:45,server_10,45.72
20:55:45,server_9,25.88
20:55:45,server_2,52.82
20:55:45,server_3,57.93
20:55:45,server_4,54.72
20:55:45,server_1,29.72
20:55:45,server_6,87.33
20:55:45,server_7,73.06
20:55:45,server_8,96.63
20:55:45,server_5,46.9
20:55:50,server_12,98.09
20:55:50,server_19,13.46
20:55:50,server_18,49.92
20:55:50,server_17,42.8
20:55:50,server_16,23.66
20:55:50,server_15,23.16
20:55:50,server_14,43.55
20:55:50,server_13,11.69
20:55:50,server_11,89.21
20:55:50,server_20,46.05
20:55:50,server_9,27.64
20:55:50,server_1,82.2
20:55:50,server_2,76.21
20:55:50,server_3,40.26
20:55:50,server_4,13.92
20:55:50,server_10,47.59
20:55:50,server_6,67.28
20:55:50,server_7,45.04
20:55:50,server_8,61.91
20:55:50,server_5,43.47
20:55:55,server_12,69.12
20:55:55,server_19,47.8
20:55:55,server_18,3.52
20:55:55,server_17,58.18
20:55:55,server_16,58.64
20:55:55,server_15,27.34
20:55:55,server_14,44.77
20:55:55,server_13,93.49
20:55:55,server_11,98.64
20:55:55,server_20,25.02
20:55:55,server_9,45.1
20:55:55,server_1,45.69
20:55:55,server_2,40.28
20:55:55,server_3,54.14
20:55:55,server_4,56.32
20:55:55,server_10,65.28
20:55:55,server_6,71.66
20:55:55,server_7,62.43
20:55:55,server_8,51.41
20:55:55,server_5,84.04
20:56:00,server_11,47.79
20:56:00,server_19,43.34
20:56:00,server_18,23.52
20:56:00,server_17,30.06
20:56:00,server_16,65.54
20:56:00,server_15,54.05
20:56:00,server_14,37.38
20:56:00,server_13,67.69
20:56:00,server_12,39.69
20:56:00,server_20,43.62
20:56:00,server_10,12.67
20:56:00,server_8,33.18
20:56:00,server_7,87.26
20:56:00,server_6,53.95
20:56:00,server_5,85.41
20:56:00,server_4,53.19
20:56:00,server_3,73.17
20:56:00,server_2,56.84
20:56:00,server_1,47.31
20:56:00,server_9,59.79
20:56:05,server_13,38.26
20:56:05,server_14,19.48
20:56:05,server_15,67.05
20:56:05,server_12,58.19
20:56:05,server_17,49.97
20:56:05,server_18,85.09
20:56:05,server_19,52.83
20:56:05,server_16,27.21
20:56:05,server_11,40.02
20:56:05,server_20,24.43
20:56:05,server_9,63.36
20:56:05,server_1,53.35
20:56:05,server_2,86.88
20:56:05,server_3,37.12
20:56:05,server_4,87.92
20:56:05,server_10,67.82
20:56:05,server_6,3.22
20:56:05,server_7,26.51
