ts,server_id,cpu_pct
20:53:20,server_4,69.41
20:53:20,server_3,21.69
20:53:20,server_2,48.16
20:53:20,server_1,23.7
20:53:20,server_10,46.42
20:53:25,server_15,22.05
20:53:25,server_13,30.84
20:53:25,server_14,15.65
20:53:25,server_16,31.15
20:53:25,server_12,27.37
20:53:25,server_18,46.09
20:53:25,server_19,49.16
20:53:25,server_20,27.99
20:53:25,server_17,95.51
20:53:25,server_11,93.38
20:53:25,server_1,60.06
20:53:25,server_9,80.42
20:53:25,server_2,10.24
20:53:25,server_3,20.38
20:53:25,server_4,27.56
20:53:25,server_10,51.48
20:53:25,server_6,26.75
20:53:25,server_7,56.35
20:53:25,server_8,29.98
20:53:25,server_5,98.03
20:53:30,server_13,80.28
20:53:30,server_20,43.76
20:53:30,server_19,67.05
20:53:30,server_18,34.58
20:53:30,server_17,1.99
20:53:30,server_16,95.3
20:53:30,server_15,63.82
20:53:30,server_14,22.02
20:53:30,server_12,46.09
20:53:30,server_11,63.51
20:53:30,server_1,64.79
20:53:30,server_9,32.76
20:53:30,server_8,67.43
20:53:30,server_7,31.34
20:53:30,server_6,59.92
20:53:30,server_5,29.9
20:53:30,server_4,45.47
20:53:30,server_3,39.84
20:53:30,server_2,1.88
20:53:30,server_10,47.88
20:53:35,server_13,45.6
20:53:35,server_14,18.95
20:53:35,server_15,42.27
20:53:35,server_16,69.33
20:53:35,server_12,43.44
20:53:35,server_18,69.51
20:53:35,server_19,60.03
20:53:35,server_20,54.56
20:53:35,server_17,9.56
20:53:35,server_11,60.26
20:53:35,server_1,93.88
20:53:35,server_9,69.14
20:53:35,server_8,86.42
20:53:35,server_7,58.87
20:53:35,server_6,41.54
20:53:35,server_5,88.6
20:53:35,server_4,6.79
20:53:35,server_3,39.0
20:53:35,server_2,50.36
20:53:35,server_10,51.85
20:53:40,server_13,53.98
20:53:40,server_14,46.99
20:53:40,server_15,21.47
20:53:40,server_16,47.06
20:53:40,server_20,47.58
20:53:40,server_18,46.39
20:53:40,server_19,43.23
20:53:40,server_12,70.23
20:53:40,server_17,68.38
20:53:40,server_11,44.54
20:53:40,server_1,64.89
20:53:40,server_9,4.36
20:53:40,server_2,86.29
20:53:40,server_3,61.28
20:53:40,server_4,35.33
20:53:40,server_10,55.05
20:53:40,server_6,79.98
20:53:40,server_7,22.58
20:53:40,server_8,23.84
20:53:40,server_5,85.01
20:53:45,server_12,98.97
20:53:45,server_19,90.75
20:53:45,server_18,48.1
20:53:45,server_17,55.49
20:53:45,server_16,92.09
20:53:45,server_15,29.17
20:53:45,server_14,92.86
20:53:45,server_13,99.07
20:53:45,server_20,97.42
20:53:45,server_11,85.24
20:53:45,server_9,21.44
20:53:45,server_8,81.0
20:53:45,server_7,28.13
20:53:45,server_6,12.57
20:53:45,server_5,23.43
20:53:45,server_4,46.94
20:53:45,server_3,66.81
20:53:45,server_2,95.48
20:53:45,server_1,60.09
20:53:45,server_10,55.5
20:53:50,server_13,37.44
20:53:50,server_14,69.53
20:53:50,server_15,64.68
20:53:50,server_16,4.78
20:53:50,server_12,94.95
20:53:50,server_18,27.76
20:53:50,server_19,8.46
20:53:50,server_20,36.07
20:53:50,server_17,40.68
20:53:50,server_11,21.8
20:53:50,server_5,61.92
20:53:50,server_9,89.42
20:53:50,server_1,96.25
20:53:50,server_2,4.84
20:53:50,server_3,51.58
20:53:50,server_4,84.45
20:53:50,server_10,94.14
20:53:50,server_6,61.91
20:53:50,server_7,46.9
20:53:50,server_8,90.87
20:53:55,server_20,52.26
20:53:55,server_19,96.12
20:53:55,server_18,96.84
20:53:55,server_17,66.19
20:53:55,server_16,57.72
20:53:55,server_15,50.69
20:53:55,server_13,63.34
20:53:55,server_12,67.43
20:53:55,server_11,21.42
20:53:55,server_14,64.05
20:53:55,server_9,31.71
20:53:55,server_10,14.8
20:53:55,server_2,85.2
20:53:55,server_3,78.2
20:53:55,server_4,58.28
20:53:55,server_1,34.31
20:53:55,server_6,22.17
20:53:55,server_7,41.15
20:53:55,server_8,64.92
20:53:55,server_5,57.29
20:54:00,server_12,90.02
20:54:00,server_20,72.57
20:54:00,server_19,7.33
20:54:00,server_18,67.6
20:54:00,server_17,23.62
20:54:00,server_16,80.04
20:54:00,server_15,21.95
20:54:00,server_14,97.76
20:54:00,server_13,21.15
20:54:00,server_11,95.41
20:54:00,server_3,61.93
20:54:00,server_9,34.26
20:54:00,server_10,68.67
20:54:00,server_2,35.83
20:54:00,server_4,67.91
20:54:00,server_1,46.68
20:54:00,server_6,21.68
20:54:00,server_7,68.86
20:54:00,server_8,87.79
20:54:00,server_5,99.57
20:54:05,server_12,62.36
20:54:05,server_20,49.45
20:54:05,server_19,27.26
20:54:05,server_18,53.45
20:54:05,server_17,41.77
20:54:05,server_16,81.95
20:54:05,server_15,43.34
20:54:05,server_13,94.63
20:54:05,server_11,40.67
20:54:05,server_14,94.35
20:54:05,server_9,28.58
20:54:05,server_2,40.83
20:54:05,server_3,76.41
20:54:05,server_4,11.12
20:54:05,server_5,20.62
20:54:05,server_1,87.11
20:54:05,server_10,79.48
20:54:05,server_7,52.84
20:54:05,server_8,52.74
20:54:05,server_6,44.68
20:54:10,server_12,71.05
20:54:10,server_19,80.66
20:54:10,server_18,33.68
20:54:10,server_17,53.85
20:54:10,server_16,56.46
20:54:10,server_15,61.16
20:54:10,server_14,45.79
20:54:10,server_13,44.2
20:54:10,server_11,92.46
20:54:10,server_20,81.83
20:54:10,server_9,29.26
20:54:10,server_1,73.85
20:54:10,server_2,43.99
20:54:10,server_3,24.04
20:54:10,server_4,6.77
20:54:10,server_10,69.07
20:54:10,server_6,26.93
20:54:10,server_7,21.28
20:54:10,server_8,86.32
20:54:10,server_5,61.19
20:54:15,server_11,53.64
20:54:15,server_19,73.78
20:54:15,server_18,54.19
20:54:15,server_17,59.4
20:54:15,server_16,63.9
20:54:15,server_15,29.47
20:54:15,server_14,38.68
20:54:15,server_13,60.03
20:54:15,server_12,25.62
20:54:15,server_20,97.76
20:54:15,server_10,22.0
20:54:15,server_8,44.84
20:54:15,server_7,28.15
20:54:15,server_6,27.8
20:54:15,server_5,20.72
20:54:15,server_4,43.88
20:54:15,server_3,33.81
20:54:15,server_2,20.52
20:54:15,server_1,68.2
20:54:15,server_9,27.5
20:54:20,server_13,43.57
20:54:20,server_14,16.4
20:54:20,server_15,97.83
20:54:20,server_16,14.72
20:54:20,server_20,89.62
20:54:20,server_18,59.2
20:54:20,server_19,48.64
20:54:20,server_12,39.98
20:54:20,server_17,43.18
20:54:20,server_11,30.66
20:54:20,server_4,23.29
20:54:20,server_9,71.68
20:54:20,server_10,28.05
20:54:20,server_2,43.62
20:54:20,server_3,32.72
20:54:20,server_1,63.9
20:54:20,server_6,49.39
20:54:20,server_7,54.71
20:54:20,server_8,81.54
20:54:20,server_5,62.63
20:54:25,server_20,82.29
20:54:25,server_19,60.66
20:54:25,server_18,66.37
20:54:25,server_17,97.94
20:54:25,server_16,68.1
20:54:25,server_15,39.37
20:54:25,server_14,41.78
20:54:25,server_12,59.2
20:54:25,server_11,68.3
20:54:25,server_13,77.98
20:54:25,server_9,44.55
20:54:25,server_10,23.99
20:54:25,server_2,3.59
20:54:25,server_3,64.55
20:54:25,server_4,77.98
20:54:25,server_1,67.55
20:54:25,server_6,61.85
20:54:25,server_7,63.57
20:54:25,server_8,57.12
20:54:25,server_5,13.25
20:54:30,server_12,89.78
20:54:30,server_20,45.96
20:54:30,server_19,86.38
20:54:30,server_18,95.33
20:54:30,server_17,46.02
20:54:30,server_16,12.12
20:54:30,server_15,87.32
20:54:30,server_14,58.91
20:54:30,server_13,64.95
20:54:30,server_11,59.33
20:54:30,server_3,33.25
20:54:30,server_9,30.07
20:54:30,server_8,32.28
20:54:30,server_7,51.11
20:54:30,server_6,8.22
20:54:30,server_5,31.38
20:54:30,server_4,42.3
20:54:30,server_2,46.06
20:54:30,server_1,26.84
20:54:30,server_10,10.44
20:54:35,server_15,28.49
20:54:35,server_14,94.36
20:54:35,server_16,7.19
20:54:35,server_17,50.55
20:54:35,server_3,31.13
20:54:35,server_19,34.13
20:54:35,server_13,66.24
20:54:35,server_20,52.67
20:54:35,server_18,0.79
20:54:35,server_12,52.58
20:54:35,server_1,88.73
20:54:35,server_10,42.59
20:54:35,server_2,38.04
20:54:35,server_4,44.15
20:54:35,server_5,54.09
20:54:35,server_11,63.81
20:54:35,server_7,65.72
20:54:35,server_8,85.59
20:54:35,server_9,62.15
20:54:35,server_6,57.28
20:54:40,server_12,99.24
20:54:40,server_19,57.21
20:54:40,server_18,68.35
20:54:40,server_17,47.84
20:54:40,server_16,89.45
20:54:40,server_15,37.13
20:54:40,server_14,88.22
20:54:40,server_13,32.98
20:54:40,server_20,23.75
20:54:40,server_11,47.76
20:54:40,server_9,18.22
20:54:40,server_8,98.83
20:54:40,server_7,25.87
20:54:40,server_6,14.95
20:54:40,server_5,15.65
20:54:40,server_4,38.36
20:54:40,server_3,66.25
20:54:40,server_2,57.34
20:54:40,server_1,42.9
20:54:40,server_10,66.45
20:54:45,server_12,21.74
20:54:45,server_13,20.85
20:54:45,server_14,57.73
20:54:45,server_15,69.69
20:54:45,server_11,67.96
20:54:45,server_17,64.07
20:54:45,server_18,68.38
20:54:45,server_19,40.16
20:54:45,server_16,86.55
20:54:45,server_20,40.67
20:54:45,server_10,63.84
20:54:45,server_8,48.03
20:54:45,server_7,50.51
20:54:45,server_6,44.49
20:54:45,server_5,55.23
20:54:45,server_4,54.87
20:54:45,server_3,41.79
20:54:45,server_2,18.89
20:54:45,server_1,31.31
20:54:45,server_9,29.07
20:54:50,server_13,23.25
20:54:50,server_14,85.23
20:54:50,server_15,45.77
20:54:50,server_16,10.53
20:54:50,server_20,20.67
20:54:50,server_18,95.81
20:54:50,server_19,95.61
20:54:50,server_12,51.84
20:54:50,server_17,87.8
20:54:50,server_11,99.14
20:54:50,server_10,32.67
20:54:50,server_9,38.35
20:54:50,server_2,85.54
20:54:50,server_3,88.31
20:54:50,server_4,54.19
20:54:50,server_1,67.92
20:54:50,server_6,85.08
20:54:50,server_7,85.11
20:54:50,server_8,53.93
20:54:50,server_5,30.78
20:54:55,server_12,43.65
20:54:55,server_19,21.49
20:54:55,server_18,62.48
20:54:55,server_17,63.63
20:54:55,server_16,90.92
20:54:55,server_15,97.09
20:54:55,server_14,62.57
20:54:55,server_13,87.84
20:54:55,server_11,23.58
20:54:55,server_20,58.15
20:54:55,server_9,56.47
20:54:55,server_1,64.3
20:54:55,server_2,38.19
20:54:55,server_3,36.81
20:54:55,server_4,52.74
20:54:55,server_10,96.87
20:54:55,server_6,98.4
20:54:55,server_7,58.22
20:54:55,server_8,54.67
20:54:55,server_5,45.52
20:55:00,server_12,92.34
20:55:00,server_19,64.22
20:55:00,server_18,71.79
20:55:00,server_17,38.58
20:55:00,server_16,27.52
20:55:00,server_15,68.23
20:55:00,server_14,93.43
20:55:00,server_13,27.37
20:55:00,server_11,4.49
20:55:00,server_20,35.17
20:55:00,server_9,31.17
20:55:00,server_1,32.43
20:55:00,server_2,44.41
20:55:00,server_3,3.32
20:55:00,server_4,35.71
20:55:00,server_10,39.6
20:55:00,server_6,86.81
20:55:00,server_7,56.88
20:55:00,server_8,49.91
20:55:00,server_5,65.56
20:55:05,server_11,13.85
20:55:05,server_19,34.81
20:55:05,server_18,25.32
20:55:05,server_17,27.6
20:55:05,server_16,22.96
20:55:05,server_15,33.33
20:55:05,server_14,31.47
20:55:05,server_13,92.89
20:55:05,server_12,96.3
20:55:05,server_20,34.7
20:55:05,server_10,41.14
20:55:05,server_8,87.98
20:55:05,server_7,85.91
20:55:05,server_6,59.3
20:55:05,server_5,25.96
20:55:05,server_4,46.82
20:55:05,server_3,50.14
20:55:05,server_2,50.32
20:55:05,server_1,63.56
20:55:05,server_9,56.93
20:55:10,server_13,61.96
20:55:10,server_14,43.96
20:55:10,server_15,46.49
20:55:10,server_12,32.08
20:55:10,server_17,80.89
20:55:10,server_18,47.25
20:55:10,server_19,95.92
20:55:10,server_16,69.69
20:55:10,server_11,64.13
20:55:10,server_20,94.82
20:55:10,server_9,53.88
20:55:10,server_1,65.49
20:55:10,server_2,79.52
20:55:10,server_3,94.48
20:55:10,server_4,69.81
20:55:10,server_10,62.09
20:55:10,server_6,65.15
20:55:10,server_7,28.57
20:55:10,server_8,31.53
20:55:10,server_5,40.3
20:55:15,server_19,56.3
20:55:15,server_18,92.94
20:55:15,server_17,57.43
20:55:15,server_16,56.77
20:55:15,server_15,31.02
20:55:15,server_14,86.43
20:55:15,server_13,52.42
20:55:15,server_12,1.32
20:55:15,server_11,45.38
20:55:15,server_20,35.24
20:55:15,server_9,63.38
20:55:15,server_1,98.42
20:55:15,server_2,46.92
20:55:15,server_3,52.27
20:55:15,server_4,81.73
20:55:15,server_10,53.59
20:55:15,server_6,90.7
20:55:15,server_7,44.18
20:55:15,server_8,87.66
20:55:15,server_5,58.43
20:55:20,server_11,40.88
20:55:20,server_19,46.48
20:55:20,server_18,54.38
20:55:20,server_17,63.24
20:55:20,server_16,84.02
20:55:20,server_15,1.16
20:55:20,server_14,51.01
20:55:20,server_13,86.65
20:55:20,server_12,27.9
20:55:20,server_20,7.67
20:55:20,server_10,56.29
20:55:20,server_8,63.06
20:55:20,server_9,99.53
20:55:20,server_1,68.73
20:55:20,server_2,51.43
20:55:20,server_3,36.98
20:55:20,server_5,35.92
20:55:20,server_6,39.74
20:55:20,server_7,44.42
20:55:20,server_4,39.79
20:55:25,server_20,69.19
20:55:25,server_11,50.69
20:55:25,server_18,41.06
20:55:25,server_17,52.18
20:55:25,server_16,69.78
20:55:25,server_15,24.77
20:55:25,server_14,86.64
20:55:25,server_13,85.69
20:55:25,server_12,41.68
20:55:25,server_19,68.58
20:55:25,server_10,67.3
20:55:25,server_8,55.51
20:55:25,server_1,25.25
20:55:25,server_2,55.81
20:55:25,server_3,58.82
20:55:25,server_9,81.02
20:55:25,server_5,95.92
20:55:25,server_6,43.08
20:55:25,server_7,95.05
20:55:25,server_4,57.14
20:55:30,server_12,41.5
20:55:30,server_19,53.35
20:55:30,server_18,21.75
20:55:30,server_17,97.39
20:55:30,server_16,48.16
20:55:30,server_15,21.11
20:55:30,server_14,26.97
20:55:30,server_13,20.33
20:55:30,server_11,50.51
20:55:30,server_20,43.62
20:55:30,server_9,94.15
20:55:30,server_1,65.37
20:55:30,server_2,61.22
20:55:30,server_3,86.21
20:55:30,server_4,49.3
20:55:30,server_10,20.31
20:55:30,server_6,64.74
20:55:30,server_7,72.67
20:55:30,server_8,67.17
20:55:30,server_5,14.05
20:55:35,server_11,2.14
20:55:35,server_19,5.53
20:55:35,server_18,90.8
20:55:35,server_17,59.39
20:55:35,server_16,79.85
20:55:35,server_15,97.75
20:55:35,server_14,66.51
20:55:35,server_13,0.64
20:55:35,server_12,59.68
20:55:35,server_20,28.26
20:55:35,server_10,63.56
20:55:35,server_8,67.33
20:55:35,server_7,61.11
20:55:35,server_6,42.42
20:55:35,server_5,40.5
20:55:35,server_4,84.47
20:55:35,server_3,54.25
20:55:35,server_2,48.9
20:55:35,server_1,69.62
20:55:35,server_9,13.33
20:55:40,server_13,52.35
20:55:40,server_14,29.12
20:55:40,server_16,21.64
20:55:40,server_12,0.05
20:55:40,server_18,92.71
20:55:40,server_19,50.79
20:55:40,server_20,54.56
20:55:40,server_17,96.42
20:55:40,server_11,61.54
20:55:40,server_15,11.75
20:55:40,server_9,30.07
20:55:40,server_2,94.72
20:55:40,server_3,49.46
20:55:40,server_4,83.44
20:55:40,server_5,25.7
20:55:40,server_1,54.86
20:55:40,server_6,43.63
20:55:40,server_7,6.74
20:55:40,server_8,33.08
20:55:40,server_10,92.37
20:55:45,server_12,52.77
20:55:45,server_20,65.81
20:55:45,server_19,28.93
20:55:45,server_18,58.53
20:55:45,server_17,45.65
20:55:45,server_16,96.5
20:55:45,server_15,52.7
20:55:45,server_14,63.1
20:55:45,server_13,73.76
20:55:45,server_11,75.41
20:55:45,server_10,35.3
20:55:45,server_9,31.33
20:55:45,server_2,59.97
20:55:45,server_3,67.8
20:55:45,server_4,55.16
20:55:45,server_1,27.07
20:55:45,server_6,4.05
20:55:45,server_7,59.91
20:55:45,server_8,86.94
20:55:45,server_5,71.51
20:55:50,server_12,91.32
20:55:50,server_19,30.44
20:55:50,server_18,35.36
20:55:50,server_17,44.08
20:55:50,server_16,92.31
20:55:50,server_15,22.0
20:55:50,server_14,52.27
20:55:50,server_13,91.33
20:55:50,server_11,0.96
20:55:50,server_20,67.87
20:55:50,server_9,46.16
20:55:50,server_1,68.36
20:55:50,server_2,64.61
20:55:50,server_3,47.38
20:55:50,server_4,99.95
20:55:50,server_10,61.2
20:55:50,server_6,69.34
20:55:50,server_7,31.37
20:55:50,server_8,65.28
20:55:50,server_5,64.04
20:55:55,server_12,50.58
20:55:55,server_19,42.63
20:55:55,server_18,94.83
20:55:55,server_17,61.28
20:55:55,server_16,56.42
20:55:55,server_15,89.92
20:55:55,server_14,31.36
20:55:55,server_13,27.0
20:55:55,server_11,1.06
20:55:55,server_20,20.29
20:55:55,server_9,22.06
20:55:55,server_1,27.83
20:55:55,server_2,69.53
20:55:55,server_3,40.85
20:55:55,server_4,50.51
20:55:55,server_10,68.18
20:55:55,server_6,56.27
20:55:55,server_7,63.16
20:55:55,server_8,50.44
20:55:55,server_5,26.1
20:56:00,server_11,41.46
20:56:00,server_19,41.41
20:56:00,server_18,24.49
20:56:00,server_17,40.79
20:56:00,server_16,58.77
20:56:00,server_15,62.93
20:56:00,server_14,51.01
20:56:00,server_13,64.63
20:56:00,server_12,55.74
20:56:00,server_20,79.43
20:56:00,server_10,91.38
20:56:00,server_8,37.26
20:56:00,server_7,9.21
20:56:00,server_6,47.66
20:56:00,server_5,91.83
20:56:00,server_4,49.98
20:56:00,server_3,62.91
20:56:00,server_2,46.03
20:56:00,server_1,73.68
20:56:00,server_9,63.84
20:56:05,server_13,31.42
20:56:05,server_14,86.06
20:56:05,server_15,62.91
20:56:05,server_12,62.94
20:56:05,server_17,57.96
20:56:05,server_18,68.41
20:56:05,server_19,43.14
20:56:05,server_16,94.21
20:56:05,server_11,30.36
20:56:05,server_20,23.02
20:56:05,server_9,42.42
20:56:05,server_1,41.26
20:56:05,server_2,90.42
20:56:05,server_3,23.91
20:56:05,server_4,24.05
20:56:05,server_10,49.78
20:56:05,server_6,98.57
20:56:05,server_7,81.12
