ts,server_id,disk_io
20:53:25,server_15,53.09
20:53:25,server_13,100.99
20:53:25,server_14,116.61
20:53:25,server_16,82.12
20:53:25,server_12,63.21
20:53:25,server_18,54.16
20:53:25,server_19,9511.81
20:53:25,server_20,61.39
20:53:25,server_17,43.89
20:53:25,server_11,65.05
20:53:25,server_1,58.82
20:53:25,server_9,13.76
20:53:25,server_2,43.35
20:53:25,server_3,80.29
20:53:25,server_4,55.85
20:53:25,server_10,33.76
20:53:25,server_6,5067.93
20:53:25,server_7,10.6
20:53:25,server_8,57.97
20:53:25,server_5,203.2
20:53:30,server_13,26.2
20:53:30,server_20,7714.5
20:53:30,server_19,1616.36
20:53:30,server_18,3.18
20:53:30,server_17,135.28
20:53:30,server_16,83.22
20:53:30,server_15,33.91
20:53:30,server_14,5180.74
20:53:30,server_12,0.0
20:53:30,server_11,59.37
20:53:30,server_1,43.77
20:53:30,server_9,0.0
20:53:30,server_8,3.29
20:53:30,server_7,11.5
20:53:30,server_6,49.0
20:53:30,server_5,71.75
20:53:30,server_4,694.04
20:53:30,server_3,8548.91
20:53:30,server_2,15.18
20:53:30,server_10,1490.38
20:53:35,server_13,9770.84
20:53:35,server_14,58.41
20:53:35,server_15,1962.21
20:53:35,server_16,59.58
20:53:35,server_12,115.74
20:53:35,server_18,191.47
20:53:35,server_19,34.87
20:53:35,server_20,1921.08
20:53:35,server_17,89.95
20:53:35,server_11,72.7
20:53:35,server_1,69.99
20:53:35,server_9,1188.53
20:53:35,server_8,91.23
20:53:35,server_7,0.0
20:53:35,server_6,4225.46
20:53:35,server_5,71.34
20:53:35,server_4,79.17
20:53:35,server_3,0.0
20:53:35,server_2,103.89
20:53:35,server_10,595.32
20:53:40,server_13,1855.72
20:53:40,server_14,9290.42
20:53:40,server_15,30.17
20:53:40,server_16,72.15
20:53:40,server_20,70.06
20:53:40,server_18,35.26
20:53:40,server_19,1719.74
20:53:40,server_12,149.0
20:53:40,server_17,67.65
20:53:40,server_11,8237.21
20:53:40,server_1,1637.54
20:53:40,server_9,42.22
20:53:40,server_2,21.89
20:53:40,server_3,97.07
20:53:40,server_4,88.97
20:53:40,server_10,120.55
20:53:40,server_6,169.24
20:53:40,server_7,0.0
20:53:40,server_8,3123.8
20:53:40,server_5,126.34
20:53:45,server_12,62.82
20:53:45,server_19,152.54
20:53:45,server_18,14.71
20:53:45,server_17,808.28
20:53:45,server_16,85.88
20:53:45,server_15,0.0
20:53:45,server_14,47.85
20:53:45,server_13,117.61
20:53:45,server_20,0.0
20:53:45,server_11,122.93
20:53:45,server_9,58.45
20:53:45,server_8,0.0
20:53:45,server_7,0.0
20:53:45,server_6,108.33
20:53:45,server_5,8543.4
20:53:45,server_4,68.38
20:53:45,server_3,1743.23
20:53:45,server_2,195.84
20:53:45,server_1,863.91
20:53:45,server_10,112.08
20:53:50,server_13,0.0
20:53:50,server_14,768.62
20:53:50,server_15,516.91
20:53:50,server_16,129.82
20:53:50,server_12,33.69
20:53:50,server_18,24.48
20:53:50,server_19,0.0
20:53:50,server_20,7269.08
20:53:50,server_17,3283.57
20:53:50,server_11,7.77
20:53:50,server_5,29.32
20:53:50,server_9,144.47
20:53:50,server_1,28.1
20:53:50,server_2,68.07
20:53:50,server_3,87.74
20:53:50,server_4,28.58
20:53:50,server_10,0.0
20:53:50,server_6,102.85
20:53:50,server_7,61.79
20:53:50,server_8,53.46
20:53:55,server_20,78.54
20:53:55,server_19,118.7
20:53:55,server_18,150.04
20:53:55,server_17,4.16
20:53:55,server_16,1822.05
20:53:55,server_15,85.63
20:53:55,server_13,44.46
20:53:55,server_12,155.63
20:53:55,server_11,0.0
20:53:55,server_14,70.78
20:53:55,server_9,20.96
20:53:55,server_10,60.15
20:53:55,server_2,93.92
20:53:55,server_3,155.95
20:53:55,server_4,672.04
20:53:55,server_1,9556.67
20:53:55,server_6,158.25
20:53:55,server_7,0.0
20:53:55,server_8,1045.13
20:53:55,server_5,68.71
20:54:00,server_12,174.72
20:54:00,server_20,183.51
20:54:00,server_19,52.21
20:54:00,server_18,1792.74
20:54:00,server_17,26.69
20:54:00,server_16,89.14
20:54:00,server_15,87.98
20:54:00,server_14,127.91
20:54:00,server_13,57.95
20:54:00,server_11,134.34
20:54:00,server_3,1512.92
20:54:00,server_9,16.99
20:54:00,server_10,56.95
20:54:00,server_2,40.0
20:54:00,server_4,26.01
20:54:00,server_1,13.62
20:54:00,server_6,68.97
20:54:00,server_7,54.44
20:54:00,server_8,108.84
20:54:00,server_5,54.17
20:54:05,server_12,0.0
20:54:05,server_20,1527.32
20:54:05,server_19,5.88
20:54:05,server_18,73.0
20:54:05,server_17,167.49
20:54:05,server_16,0.0
20:54:05,server_15,49.61
20:54:05,server_13,151.83
20:54:05,server_11,116.4
20:54:05,server_14,122.31
20:54:05,server_9,3859.38
20:54:05,server_2,52.37
20:54:05,server_3,184.89
20:54:05,server_4,70.82
20:54:05,server_5,52.96
20:54:05,server_1,22.06
20:54:05,server_10,175.83
20:54:05,server_7,71.55
20:54:05,server_8,32.94
20:54:05,server_6,827.52
20:54:10,server_12,27.27
20:54:10,server_19,59.09
20:54:10,server_18,0.0
20:54:10,server_17,1437.01
20:54:10,server_16,0.0
20:54:10,server_15,5.56
20:54:10,server_14,9469.81
20:54:10,server_13,1772.61
20:54:10,server_11,12.02
20:54:10,server_20,117.18
20:54:10,server_9,134.41
20:54:10,server_1,78.14
20:54:10,server_2,104.01
20:54:10,server_3,50.23
20:54:10,server_4,62.26
20:54:10,server_10,95.69
20:54:10,server_6,39.44
20:54:10,server_7,36.43
20:54:10,server_8,0.0
20:54:10,server_5,77.7
20:54:15,server_11,1138.62
20:54:15,server_19,40.24
20:54:15,server_18,109.76
20:54:15,server_17,0.0
20:54:15,server_16,42.13
20:54:15,server_15,15.51
20:54:15,server_14,107.91
20:54:15,server_13,212.82
20:54:15,server_12,78.39
20:54:15,server_20,99.24
20:54:15,server_10,13.27
20:54:15,server_8,818.96
20:54:15,server_7,5840.02
20:54:15,server_6,121.69
20:54:15,server_5,125.36
20:54:15,server_4,103.96
20:54:15,server_3,0.0
20:54:15,server_2,0.0
20:54:15,server_1,46.93
20:54:15,server_9,24.66
20:54:20,server_13,3338.07
20:54:20,server_14,8.81
20:54:20,server_15,111.5
20:54:20,server_16,43.2
20:54:20,server_20,107.38
20:54:20,server_18,1884.14
20:54:20,server_19,21.1
20:54:20,server_12,61.18
20:54:20,server_17,11.7
20:54:20,server_11,19.28
20:54:20,server_4,63.68
20:54:20,server_9,81.09
20:54:20,server_10,29.15
20:54:20,server_2,871.73
20:54:20,server_3,55.1
20:54:20,server_1,110.73
20:54:20,server_6,1559.42
20:54:20,server_7,34.19
20:54:20,server_8,24.49
20:54:20,server_5,17.36
20:54:25,server_20,52.33
20:54:25,server_19,24.57
20:54:25,server_18,143.53
20:54:25,server_17,48.51
20:54:25,server_16,662.3
20:54:25,server_15,49.75
20:54:25,server_14,9942.61
20:54:25,server_12,54.52
20:54:25,server_11,65.83
20:54:25,server_13,113.4
20:54:25,server_9,5401.17
20:54:25,server_10,52.51
20:54:25,server_2,43.37
20:54:25,server_3,62.89
20:54:25,server_4,73.84
20:54:25,server_1,181.72
20:54:25,server_6,21.22
20:54:25,server_7,843.56
20:54:25,server_8,71.44
20:54:25,server_5,63.06
20:54:30,server_12,36.4
20:54:30,server_20,504.19
20:54:30,server_19,45.05
20:54:30,server_18,0.0
20:54:30,server_17,47.68
20:54:30,server_16,30.98
20:54:30,server_15,108.49
20:54:30,server_14,31.64
20:54:30,server_13,113.32
20:54:30,server_11,185.97
20:54:30,server_3,4301.62
20:54:30,server_9,17.69
20:54:30,server_8,121.1
20:54:30,server_7,24.25
20:54:30,server_6,55.38
20:54:30,server_5,8550.65
20:54:30,server_4,101.73
20:54:30,server_2,65.75
20:54:30,server_1,0.0
20:54:30,server_10,38.86
20:54:35,server_15,0.0
20:54:35,server_14,22.18
20:54:35,server_16,64.78
20:54:35,server_17,89.08
20:54:35,server_3,68.12
20:54:35,server_19,6.85
20:54:35,server_13,155.37
20:54:35,server_20,146.98
20:54:35,server_18,8.85
20:54:35,server_12,1653.01
20:54:35,server_1,74.86
20:54:35,server_10,35.77
20:54:35,server_2,0.0
20:54:35,server_4,1531.98
20:54:35,server_5,20.52
20:54:35,server_11,96.89
20:54:35,server_7,120.01
20:54:35,server_8,73.25
20:54:35,server_9,120.38
20:54:35,server_6,135.44
20:54:40,server_12,89.95
20:54:40,server_19,1826.56
20:54:40,server_18,1158.08
20:54:40,server_17,809.0
20:54:40,server_16,90.84
20:54:40,server_15,10.52
20:54:40,server_14,8.38
20:54:40,server_13,63.84
20:54:40,server_20,0.0
20:54:40,server_11,4.13
20:54:40,server_9,128.62
20:54:40,server_8,61.52
20:54:40,server_7,63.46
20:54:40,server_6,41.45
20:54:40,server_5,38.32
20:54:40,server_4,5055.7
20:54:40,server_3,173.62
20:54:40,server_2,141.99
20:54:40,server_1,14.91
20:54:40,server_10,38.32
20:54:45,server_12,58.91
20:54:45,server_13,0.0
20:54:45,server_14,42.34
20:54:45,server_15,79.64
20:54:45,server_11,177.87
20:54:45,server_17,100.84
20:54:45,server_18,121.39
20:54:45,server_19,5311.84
20:54:45,server_16,108.36
20:54:45,server_20,16.75
20:54:45,server_10,43.96
20:54:45,server_8,59.44
20:54:45,server_7,0.0
20:54:45,server_6,675.28
20:54:45,server_5,0.0
20:54:45,server_4,181.18
20:54:45,server_3,6034.11
20:54:45,server_2,1.16
20:54:45,server_1,49.75
20:54:45,server_9,0.0
20:54:50,server_13,7158.98
20:54:50,server_14,0.0
20:54:50,server_15,1311.14
20:54:50,server_16,84.91
20:54:50,server_20,90.23
20:54:50,server_18,162.14
20:54:50,server_19,31.38
20:54:50,server_12,17.09
20:54:50,server_17,93.95
20:54:50,server_11,43.97
20:54:50,server_10,74.73
20:54:50,server_9,11.16
20:54:50,server_2,131.29
20:54:50,server_3,77.46
20:54:50,server_4,1815.86
20:54:50,server_1,112.62
20:54:50,server_6,130.78
20:54:50,server_7,117.25
20:54:50,server_8,1.17
20:54:50,server_5,7368.36
20:54:55,server_12,96.89
20:54:55,server_19,98.65
20:54:55,server_18,562.09
20:54:55,server_17,1636.97
20:54:55,server_16,60.52
20:54:55,server_15,40.1
20:54:55,server_14,1073.5
20:54:55,server_13,7.12
20:54:55,server_11,0.0
20:54:55,server_20,104.92
20:54:55,server_9,1227.3
20:54:55,server_1,180.29
20:54:55,server_2,39.8
20:54:55,server_3,8537.26
20:54:55,server_4,60.02
20:54:55,server_10,155.74
20:54:55,server_6,86.15
20:54:55,server_7,113.2
20:54:55,server_8,74.77
20:54:55,server_5,22.57
20:55:00,server_12,4.26
20:55:00,server_19,74.59
20:55:00,server_18,199.07
20:55:00,server_17,22.59
20:55:00,server_16,9328.42
20:55:00,server_15,86.24
20:55:00,server_14,145.6
20:55:00,server_13,0.0
20:55:00,server_11,87.34
20:55:00,server_20,3535.86
20:55:00,server_9,72.35
20:55:00,server_1,44.02
20:55:00,server_2,67.14
20:55:00,server_3,0.0
20:55:00,server_4,82.25
20:55:00,server_10,0.0
20:55:00,server_6,143.13
20:55:00,server_7,196.66
20:55:00,server_8,26.71
20:55:00,server_5,1423.44
20:55:05,server_11,5.69
20:55:05,server_19,3717.75
20:55:05,server_18,92.7
20:55:05,server_17,9522.37
20:55:05,server_16,28.27
20:55:05,server_15,22.26
20:55:05,server_14,64.76
20:55:05,server_13,62.51
20:55:05,server_12,206.78
20:55:05,server_20,60.71
20:55:05,server_10,9758.68
20:55:05,server_8,94.79
20:55:05,server_7,98.99
20:55:05,server_6,80.31
20:55:05,server_5,40.97
20:55:05,server_4,93.02
20:55:05,server_3,1766.35
20:55:05,server_2,0.0
20:55:05,server_1,129.13
20:55:05,server_9,93.73
20:55:10,server_13,36.18
20:55:10,server_14,18.67
20:55:10,server_15,1812.04
20:55:10,server_12,4207.45
20:55:10,server_17,89.64
20:55:10,server_18,49.92
20:55:10,server_19,131.88
20:55:10,server_16,65.12
20:55:10,server_11,51.13
20:55:10,server_20,110.0
20:55:10,server_9,41.86
20:55:10,server_1,15.95
20:55:10,server_2,116.62
20:55:10,server_3,198.31
20:55:10,server_4,196.95
20:55:10,server_10,5.94
20:55:10,server_6,110.64
20:55:10,server_7,47.59
20:55:10,server_8,9.66
20:55:10,server_5,35.47
20:55:15,server_19,33.09
20:55:15,server_18,123.15
20:55:15,server_17,0.0
20:55:15,server_16,186.95
20:55:15,server_15,114.02
20:55:15,server_14,57.67
20:55:15,server_13,93.0
20:55:15,server_12,80.19
20:55:15,server_11,154.53
20:55:15,server_20,9079.24
20:55:15,server_9,97.11
20:55:15,server_1,49.29
20:55:15,server_2,60.09
20:55:15,server_3,114.69
20:55:15,server_4,87.55
20:55:15,server_10,75.38
20:55:15,server_6,130.37
20:55:15,server_7,28.37
20:55:15,server_8,0.0
20:55:15,server_5,752.62
20:55:20,server_11,0.0
20:55:20,server_19,60.06
20:55:20,server_18,11.84
20:55:20,server_17,98.82
20:55:20,server_16,54.3
20:55:20,server_15,57.0
20:55:20,server_14,85.26
20:55:20,server_13,143.06
20:55:20,server_12,105.1
20:55:20,server_20,23.24
20:55:20,server_10,112.25
20:55:20,server_8,132.22
20:55:20,server_9,102.81
20:55:20,server_1,797.39
20:55:20,server_2,30.31
20:55:20,server_3,14.82
20:55:20,server_5,64.34
20:55:20,server_6,23.19
20:55:20,server_7,15.87
20:55:20,server_4,3067.25
20:55:25,server_20,58.86
20:55:25,server_11,1206.25
20:55:25,server_18,9.44
20:55:25,server_17,104.15
20:55:25,server_16,89.23
20:55:25,server_15,26.98
20:55:25,server_14,31.54
20:55:25,server_13,98.23
20:55:25,server_12,17.36
20:55:25,server_19,113.18
20:55:25,server_10,174.11
20:55:25,server_8,54.21
20:55:25,server_1,24.51
20:55:25,server_2,137.66
20:55:25,server_3,37.61
20:55:25,server_9,47.22
20:55:25,server_5,112.13
20:55:25,server_6,9406.0
20:55:25,server_7,173.24
20:55:25,server_4,0.0
20:55:30,server_12,7474.27
20:55:30,server_19,19.89
20:55:30,server_18,1.65
20:55:30,server_17,188.59
20:55:30,server_16,906.94
20:55:30,server_15,110.15
20:55:30,server_14,13.67
20:55:30,server_13,0.0
20:55:30,server_11,10.74
20:55:30,server_20,4611.09
20:55:30,server_9,64.24
20:55:30,server_1,55.18
20:55:30,server_2,1085.66
20:55:30,server_3,96.75
20:55:30,server_4,56.88
20:55:30,server_10,97.82
20:55:30,server_6,77.0
20:55:30,server_7,3.99
20:55:30,server_8,35.36
20:55:30,server_5,1.16
20:55:35,server_11,165.38
20:55:35,server_19,58.61
20:55:35,server_18,57.63
20:55:35,server_17,30.93
20:55:35,server_16,96.73
20:55:35,server_15,143.19
20:55:35,server_14,189.26
20:55:35,server_13,0.0
20:55:35,server_12,99.72
20:55:35,server_20,52.94
20:55:35,server_10,114.95
20:55:35,server_8,69.51
20:55:35,server_7,32.61
20:55:35,server_6,50.58
20:55:35,server_5,7091.32
20:55:35,server_4,0.0
20:55:35,server_3,1972.01
20:55:35,server_2,6452.47
20:55:35,server_1,1979.61
20:55:35,server_9,3.52
20:55:40,server_13,42.07
20:55:40,server_14,13.22
20:55:40,server_16,5476.1
20:55:40,server_12,79.59
20:55:40,server_18,0.0
20:55:40,server_19,72.91
20:55:40,server_20,157.1
20:55:40,server_17,45.37
20:55:40,server_11,914.04
20:55:40,server_15,0.0
20:55:40,server_9,149.3
20:55:40,server_2,158.58
20:55:40,server_3,1438.84
20:55:40,server_4,137.63
20:55:40,server_5,0.0
20:55:40,server_1,82.7
20:55:40,server_6,61.18
20:55:40,server_7,0.0
20:55:40,server_8,0.0
20:55:40,server_10,115.79
20:55:45,server_12,154.26
20:55:45,server_20,15.04
20:55:45,server_19,103.07
20:55:45,server_18,41.3
20:55:45,server_17,1869.29
20:55:45,server_16,77.12
20:55:45,server_15,27.94
20:55:45,server_14,1554.39
20:55:45,server_13,22.29
20:55:45,server_11,91.37
20:55:45,server_10,141.03
20:55:45,server_9,4520.66
20:55:45,server_2,79.23
20:55:45,server_3,93.82
20:55:45,server_4,99.02
20:55:45,server_1,39.78
20:55:45,server_6,8.83
20:55:45,server_7,89.55
20:55:45,server_8,112.67
20:55:45,server_5,57.9
20:55:50,server_12,61.06
20:55:50,server_19,42.87
20:55:50,server_18,38.43
20:55:50,server_17,713.69
20:55:50,server_16,150.31
20:55:50,server_15,38.95
20:55:50,server_14,133.44
20:55:50,server_13,13.69
20:55:50,server_11,25.87
20:55:50,server_20,172.38
20:55:50,server_9,3991.42
20:55:50,server_1,123.15
20:55:50,server_2,54.23
20:55:50,server_3,1112.19
20:55:50,server_4,0.0
20:55:50,server_10,58.62
20:55:50,server_6,20.08
20:55:50,server_7,0.0
20:55:50,server_8,1437.39
20:55:50,server_5,1026.67
20:55:55,server_12,1717.22
20:55:55,server_19,0.0
20:55:55,server_18,61.4
20:55:55,server_17,3.52
20:55:55,server_16,1840.42
20:55:55,server_15,37.56
20:55:55,server_14,7571.0
20:55:55,server_13,129.03
20:55:55,server_11,202.77
20:55:55,server_20,7380.9
20:55:55,server_9,5344.77
20:55:55,server_1,34.6
20:55:55,server_2,839.91
20:55:55,server_3,94.55
20:55:55,server_4,72.78
20:55:55,server_10,128.67
20:55:55,server_6,19.18
20:55:55,server_7,39.27
20:55:55,server_8,1559.56
20:55:55,server_5,50.76
20:56:00,server_11,1918.44
20:56:00,server_19,7839.12
20:56:00,server_18,38.72
20:56:00,server_17,5573.07
20:56:00,server_16,17.3
20:56:00,server_15,44.11
20:56:00,server_14,68.62
20:56:00,server_13,18.79
20:56:00,server_12,127.45
20:56:00,server_20,35.71
20:56:00,server_10,48.24
20:56:00,server_8,71.39
20:56:00,server_7,48.67
20:56:00,server_6,62.92
20:56:00,server_5,85.16
20:56:00,server_4,38.29
20:56:00,server_3,78.3
20:56:00,server_2,1085.2
20:56:00,server_1,66.38
20:56:00,server_9,535.4
20:56:05,server_13,117.58
20:56:05,server_14,60.86
20:56:05,server_15,95.75
20:56:05,server_12,61.15
20:56:05,server_17,1488.27
20:56:05,server_18,25.45
20:56:05,server_19,87.54
